feature	01A	01D	01E	01F	01G	02A	02B	02C	02H	02I	02J	02K	02L	02M	02N	02O	03A	03B	03C	03D	03E	03F	03I	04B	04C	05C	05E	05F	05G	06A	07A	07B	07C	07D	08B	09A	10A	10B	10C	11A	11B	12A	12B	13B	13C	13D	14A	15A	16A	16C	16D	16E	16F	16G	16H	17B	17C	17G	17I	20B	20C
Pseudomonas abietaniphila	0.0	0.0	0.0	6.5465591285220485e-06	1.4578135013356487e-05	1.5399444753770097e-05	1.848911706712504e-05	0.0	0.0005380982864352	3.7849318797873193e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.272313306481296e-06	0.0	0.0	0.0	0.0	0.0	1.5628025446663535e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.2220196500759732e-05	1.6170517152162662e-05	2.383050600266616e-05	0.0	1.898943644778176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5080909077199174e-05	1.4880213084651372e-05	0.000487008880006	0.0022659609659278	2.176162796320834e-05	0.1049622683430576	1.8150975274590224e-05	0.0	0.0	0.0	0.0	0.0006322473028599	0.0	0.0	1.6970581496974994e-05	0.0	0.0	2.7057594796283368e-05	3.42881576771185e-05
Pseudomonas syringae	0.0	0.0	0.000121505206498	8.026650757579207e-05	7.289067506678244e-05	0.0001393970571981	0.0002069588265255	0.0	0.0001855511332535	3.884061048067463e-05	1.582294163090711e-05	0.0	0.0	0.0	0.0	0.0	4.584520817339545e-05	0.0	0.0	0.0	0.0	0.0	1.0462830595647622e-05	0.0	0.0002354763424767	0.0	0.0	0.0	0.0	0.0001029616556234	0.0001774000852281	7.721083944863834e-05	9.861105612869855e-06	0.0001808517756931	0.0	0.0	0.0	0.0	0.0	0.0	9.871875926829656e-06	0.0	0.0	2.7600395237659805e-06	0.0	0.0004796559708898	6.246393211661653e-06	0.0201106909576189	0.0001376448958323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001697058149697	0.0	0.0	0.0001082303791851	0.000217158331955
Pseudomonas sp. JDS08PS003	0.0	0.0	0.0	6.831192134109964e-06	7.872192907212502e-06	9.46424208825454e-06	1.7892693935927456e-05	0.0	0.0	2.9738750484043224e-06	1.7387847946051768e-06	0.0	0.0	0.0	0.0	0.0	2.629115880911567e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.016048498059849e-05	1.1414482695644234e-05	0.0	0.0	2.3510730840110757e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0400292132183333e-06	0.0	0.0	0.0	0.0003609565401895	1.8150975274590224e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5802295827467366e-05
Xanthomonas citri	0.0	0.0	4.252682227433446e-05	1.423165027939576e-05	5.0440347146213446e-05	3.849861188442524e-06	0.0	0.0	0.0	6.127984948227088e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.668185233952866e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.430022994769756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.960056708012059e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xanthomonas campestris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7305579989894236e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023006510352929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.691763164321906e-05	0.0	0.0	0.0	0.0	0.0	1.7391829216329292e-05	2.12906951678106e-05	3.120044679039804e-06	0.0003605130670174	0.0	0.0	4.090007308432273e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aeromonas caviae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.531996237056772e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.768014676570067e-05	0.0	0.0	0.0	0.0	0.0007342503304126	0.0	1.6120259213768158e-05	0.0	0.0	4.287437222986895e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.600051552738235e-06	0.0	0.0	0.0	4.304330835511694e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter baumannii	0.0	0.0153808232684249	0.0	0.0	0.0	2.27783453649516e-05	7.395646826850016e-05	0.0001384907078566	0.0011504170261719	1.5500197221986166e-05	0.0008970390755368	0.0008017017850505	0.1075578256937401	0.0013438914962681	0.0116963018051517	3.960730000868805e-05	0.0003268319679458	0.0011118663425539	0.5277730262459485	0.0029765539416099	0.0249451994739149	0.0063738406620414	0.0001676701713175	0.007843852608537	0.0034117905621081	0.0	0.0	0.0144892065201429	0.0	0.0	0.0	0.0	1.3862713687657626e-05	0.0	0.0	0.0	0.0	0.0	0.0027892596699936	0.0	0.0	0.0	0.0	3.600051552738235e-06	0.0014104283148227	0.0	0.0	3.322014669731017e-05	0.0	0.028299414796052	0.0	0.0	0.0	0.0	0.0001853754647627	0.0	3.959802349294165e-05	0.0	0.010483347249281	0.0	0.0
Achromobacter denitrificans	0.0	0.0	0.0	0.0	0.0	5.004819544975282e-05	0.0	2.0409156947291605e-06	0.0015864621893178	7.542828531861872e-05	6.781260698960189e-06	0.0	0.0	0.0	0.0	0.0	1.5281736057798484e-05	0.0	0.0	0.0	0.0	0.0	2.079322029767945e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.758235285246524e-06	3.4800498343136278e-06	0.0	0.0	0.0	6.126080815686767e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus succinus	7.14071492837863e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.779354078810378e-06	5.62614215081085e-06	0.0	0.0	0.0	0.0	1.7217316170053047e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6310055879109867e-05	1.176506094045805e-05	1.3306684479881624e-05	2.160030931642941e-06	0.0	0.0002811776381078	1.370176575461266e-05	0.0118249434007285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.297662404193567e-05	0.0
Enterococcus faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.288984624032715e-06	0.0001206082366148	3.451497404663198e-05	0.0002030900640098	0.0001698900788326	0.0006844926789813	0.0044865300721566	0.0	0.0065773671111201	1.8732450651494918e-05	8.228232895560868e-05	0.0105154848972727	0.003535409690843	0.0006576063130206	0.00034649197025	3.628880485072719e-05	0.0	0.0001203545750436	0.0001988005698949	0.0	0.0005384502423026	0.0	0.0035342368305282	0.0	3.479253876389259e-05	0.0017256934822522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.888532786002195e-05	0.0042845282798815	0.0039733759856926	6.26408970176453e-05	0.0023085485870417	0.0024975190208402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8038396530855578e-05	0.0
Pseudomonas caspiana	0.0	0.0	0.0	5.977293117346219e-06	4.373440504006946e-06	8.341365908292136e-06	1.4314155148741963e-05	0.0	0.0	3.063992474113544e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0400167234689134e-05	1.6646120597814507e-05	6.195931560693201e-06	0.0	1.4468142055452772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037317298123311	7.562906364412593e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4203405419142477e-05
Pseudomonas viridiflava	0.0	0.0	3.6451561949429536e-05	1.6224081318511165e-05	2.361657872163751e-05	2.9034369796170705e-05	3.518896474065733e-05	0.0	0.0	7.479746333865417e-06	2.26042023298673e-06	0.0	0.0	0.0	0.0	0.0	6.73710944483589e-06	0.0	0.0	0.0	0.0	0.0	6.489603787173841e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.9640476618864036e-05	3.662146531519192e-05	1.85877946820796e-05	1.857889463294321e-06	5.6968309343345286e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.022448328223381e-06	0.0105949049582319	7.033502918903712e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.808331424142915e-05	0.0	0.0	0.0	9.009045350458588e-05
Pseudomonas huanghezhanensis	0.0	0.0	0.0	8.82362317322537e-06	1.3411884212287969e-05	3.865902276727701e-05	3.041757969107668e-05	0.0	0.0	8.020450888120747e-06	5.042475904355013e-06	0.0	0.0	0.0	0.0	0.0	6.4084699597219445e-06	0.0	0.0	0.0	0.0	0.0	1.9866134042368902e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.2220196500759732e-05	1.997534471737741e-05	7.149151800799847e-06	1.4291457409956314e-06	2.7127766353973946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001653986106516	2.820951773008489e-06	0.0104755981948243	1.8150975274590224e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6970581496974994e-05	0.0	0.0	0.0	2.8237306322332887e-05
Streptococcus pyogenes	0.0	0.0	0.0	0.0	1.5161260413890746e-05	3.3686285398872087e-06	0.0	2.5219886799153198e-05	0.0	6.605607304485965e-05	1.3214764438999344e-05	0.0	1.725611795751278e-05	0.0	0.0	0.0	3.286394851139459e-06	0.0	2.804182718943576e-06	6.30672176238241e-05	0.0	0.0	4.502990382936951e-06	0.0	0.0007325930654833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015080383483684	0.0	0.0	0.0	0.0	0.0	3.785280476495199e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010656180584739	0.0002249396752689	0.0004842745298501	0.0	0.0	0.0	0.0	0.0	0.0	9.681362167656988e-05
Pseudomonas sp. B111	0.0005193247220639	0.2505792457480897	0.0	4.6110546905242255e-05	0.0	0.0132034197675293	0.0219883315778612	2.172117417961749e-05	0.0	0.003318574201742	0.0018019026826493	0.0	0.0	0.1637480100068228	0.0	0.0	0.0050130667059281	0.0	0.0	0.0	0.0327926348092941	0.0	0.0010005909512673	0.3312659613279824	0.2626189155529508	0.1357807892382624	0.2230953450082323	0.0808164863674188	0.1799426934097421	0.0005805893358765	0.3985999185766901	0.1576578616124387	0.0208635270144988	0.3409960230694525	0.0953252497521543	0.0249582285007617	0.009531635168447	0.0	0.0	0.0	0.0107478976123365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0269277845777233	0.0037278710688355	0.0	0.0	0.0	8.269496851540345e-05
Serratia sp. FS14	0.0	0.0	0.0	0.0	0.0	3.095930039039196e-05	2.266407898550811e-05	0.0015929346997361	0.0	6.912006551897318e-05	0.0001528391834457	0.0017514858127274	4.690124367939372e-05	0.0	0.0	0.0	1.9718369106836756e-05	3.410848678929078e-05	7.210755562997768e-05	4.010054299780723e-05	0.0	0.0	0.001114092797096	0.0	0.0	0.0037937775421622	0.0154916928603502	0.010083704537667	0.0190749079001228	5.824093651425915e-05	8.798663744559096e-05	8.531321148954485e-05	0.0748349300940506	3.526609626016613e-05	0.0218866773430946	0.0002015886738178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002436363251167	0.0	0.0	0.0	0.0046386492253455	0.0	0.0
Serratia ureilytica	0.0	0.0	0.0	1.1100687217928692e-05	0.0	0.0002346811216121	9.363843159802036e-05	0.0075395799154069	0.000315436926531	0.0003831792941156	0.0006836901812387	0.0084436776137021	2.522048009174945e-05	0.0	0.0	0.0	8.922562020843631e-05	0.0001933986364341	0.0004172223288256	0.0001811815442719	0.0	0.0004593033094012	0.0056537693075645	0.0	0.0002511747653085	0.0019714389847917	0.0071845532105972	0.0041118018503108	0.0084322554236594	2.1060338650245496e-05	4.756034456518431e-05	2.9549827443306036e-05	0.0317963490185413	3.617035513863193e-05	0.0067871577823533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5013234477797155e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026904165507004	0.0	0.0
Serratia surfactantfaciens	0.0	0.0	0.0	0.0	0.0	8.71031093885121e-05	3.578538787185491e-05	0.00265566865792	0.0001113306799521	0.0001365278999494	0.0002350837042306	0.0029905754094311	9.291755823276114e-06	0.0	0.0008789128524102	0.0	2.957755366025513e-05	6.716207192530453e-05	0.0001217816495084	6.707727192360482e-05	0.0	0.0002014488199128	0.0020538933781937	0.0	0.0001203545750436	0.0002982008548424	0.0009729082472683	0.0013216505947427	0.0013917314776913	1.0660171415556362e-05	8.560862021733175e-06	1.2391863121386402e-05	0.0069983837790815	0.0	0.0019827651948448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8938969946840624e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus simulans	0.000171377158281	0.0	0.0	0.0	0.0	5.453970016960243e-06	3.3399695347064585e-05	7.726323701474678e-06	0.0003618247098444	4.32563643404265e-06	8.885190300432453e-05	0.000823773425727	0.0231506308659739	0.0270845824632497	0.0035156514096409	0.0195212882849272	7.345092492296691e-05	0.0006062168167498	0.0110406682607777	0.0337540852428179	0.0023673827268741	0.0838107670365267	9.535744340337072e-06	0.001276906238599	0.0006488681437138	0.000563268281369	0.0	0.0	0.0012279983626688	0.0001045216807086	0.0	0.0	2.000804037393884e-05	0.0	0.0	0.0001085477474404	0.0	0.0	0.000145623998835	0.0	4.67841076532362e-05	0.0009616658507852	0.0003929907483058	0.0	0.0019480355200242	0.0006119748594111	0.0001110246019234	0.0	0.0	0.0	0.0005487470276202	0.0	0.0	0.0	0.0	0.0013219094247246	0.0	0.0	0.0	0.0001515225308591	0.0
Staphylococcus sp. MZ9	0.0032282523035297	0.0	0.0	0.0014376813112245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.588775260487129e-05	0.0007145802692662	0.0	0.0	0.0031558074523051	0.0035986023619977	0.00426742882139	0.000603900778401	0.0017782768067573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010777188032848	0.0	0.0	0.0010971075902012	0.0326094612043667	0.0	0.0249017038007863	0.0	0.0288992729577985	0.0225812441398487	0.02119843548875	0.0	0.0234649733093834	0.0	0.0041677547480648	0.0	0.0	0.0	0.0429699408572648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092753434961659	0.0
Staphylococcus sp. MZ8	0.001902026794559	0.0	0.0	0.0001485784289168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002456986900965e-05	0.0001725611795751	0.0	0.0	0.0008330309550214	0.0005212222233907	0.0007039710366202	0.0001400088371815	0.0003838715616062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002924032186077	0.0	0.0	0.0	0.0082521422702195	0.0	0.0091967156187339	0.0	0.0075773085918369	0.0054303429106044	0.0038820034189307	0.0	0.0	0.0	0.0016057260485074	0.0	0.0	0.0	0.0073471129809157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006656168319885	0.0
Staphylococcus sp. NRL 16/872	9.088182636118257e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001522078096765	0.0	0.0	1.788716774585912e-05	1.3638538632228752e-05	3.4460120673716454e-05	0.0001299938988995	0.015908249957621	0.0023673827268741	0.0002417385838953	2.648817872315853e-06	0.0	7.325930654833545e-05	0.0	0.0	0.0	0.0	4.68007525561011e-06	0.0	0.0	4.859095519385147e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.654871937311663e-05	0.0001055663635403	0.0	0.000309914741822	0.0	5.903849067796337e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus sp. IVB6181	5.193247220639003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6813653394499635e-05	0.0	0.0	3.066371613575849e-05	1.2323980691772971e-05	1.512025703030416e-05	1.0415535813218997e-05	2.697672892579759e-05	0.0	8.863748076163769e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2866331855930106e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9615627780488967e-05	4.041042670852983e-05	4.879117642623262e-05	0.0	0.0	0.0	1.4104758865042442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.199582230736344e-05	0.0
Staphylococcus sp. 17KM0847	3.245779512899377e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.751190989494053e-06	1.2307185954898734e-05	2.2032864220270955e-06	6.197356645115663e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.274823583139008e-05	2.19955487147694e-05	1.9516470570493048e-05	0.0	0.0	0.0	5.641903546016977e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.493822751108009e-05	0.0
Staphylococcus sp. FSL W8-0305	0.0002252570981952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.855088388161761e-05	1.2816939919443887e-05	1.1603918186047378e-05	1.1216730875774304e-05	2.260212423512771e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009404034850297	0.0002143287188718	0.0	0.0	0.0	0.0	1.370176575461266e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005177019804355	0.0
Staphylococcus argenteus	0.0027946161606063	0.0	5.771497308659677e-05	0.0001115761381904	4.373440504006946e-06	0.0	0.0	0.0	0.0	0.0	2.9559341508288005e-06	2.8578817609018737e-05	0.0001986665887929	0.0002067525378874	0.0	0.0010195685615139	0.0009052374617463	0.0011635565235645	0.000203503545889	0.0004961530820001	0.0009206488382288	0.0005640566957558	0.0	0.0	0.000115121767433	0.0010271362777906	0.0	0.0	0.0	0.0	0.0	8.102372040906493e-06	0.0001259077397817	0.0	0.0	0.0009846831374951	0.0019368470477755	0.0	0.0030132965912782	0.0	0.0027117613959004	0.0023750077368063	0.0020634232066803	0.0	0.002194702355352	0.0015382070790605	0.0008212999590559	2.8576470277256057e-06	0.0	0.0	0.0020882872995549	0.0004202437413699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003079154287817	0.0
Staphylococcus simiae	0.0003025066506022	0.0	0.0	2.7324768536439856e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.715763521803748e-06	5.353821212459095e-05	0.0	0.0	0.0002644745516709	0.0002183809378582	0.0002827136430782	4.206274078415364e-05	0.0001399873501014	0.0	0.0001531011031337	0.0	0.0	5.756088371654928e-05	0.0002816341406845	0.0	0.0	0.0	0.0	0.0	0.0	3.10124625796052e-05	0.0	0.0	0.0003101364212583	0.0003873694095551	0.0	0.0004928812268261	0.0	0.0006536898711548	0.0005253355472108	0.0004337979140441	0.0	0.0005818807397475	0.0005623552762156	0.0002329300178284	0.0	0.0	0.0	0.0003505883787573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010209732436464	0.0
Staphylococcus arlettae	9.412760587408192e-05	0.0	0.0	8.538990167637454e-06	0.0	1.7645197113694902e-06	0.0	2.915593849613086e-06	0.0	0.0	1.6518455548749178e-05	0.000168483121658	0.0046644614232846	0.0041764012653255	0.0009465215333648	0.0041970961460819	7.624436054643545e-05	0.0002134417678463	0.0020386408366719	0.0063023471576917	0.0	0.0171150917397925	0.0	0.0	0.0001308201902648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1584120876003456e-05	0.0	0.0	0.0001395613895662	0.0002347693391243	0.0	0.000145623998835	0.0	0.0002386418702311	0.0001555034141695	0.0001534704276679	0.0	0.0004364105548106	0.0004134965266291	0.000125733850454	6.304683754919618e-05	0.0	0.0	0.0001981586488628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003517487323516	0.0
Staphylococcus pasteuri	0.0001136022829514	0.0	0.0	4.838761094994558e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6380447023709603e-06	4.380399173830168e-05	0.0	0.0	0.0001801493322975	0.0001160097382452	0.0001758169422128	3.7055271643182974e-05	9.551220241295904e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.574070408579905e-06	0.0	0.0	8.141081058030402e-05	0.0002699847399929	0.0	0.0002016332291561	0.0	0.0001244714790774	0.0001345309142321	0.0001304055079028	0.0	0.0001834189288334	0.0	5.480706301845064e-05	6.786911690848314e-06	0.0	0.0	0.0002134016218523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003481410530455	0.0
Staphylococcus saccharolyticus	5.063416040123028e-05	0.0	0.0	8.82362317322537e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.793482341236534e-07	1.1061614075328708e-05	0.0	0.0	8.176990969535599e-05	7.065748929949836e-05	0.0001329176083129	1.682509631366146e-05	5.650531058781928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.431959871874226e-06	0.0	0.0	6.978069478311773e-05	0.0001760770043432	0.0	0.0001568258448992	0.0	0.0002021588505015	0.0001902870726021	0.000148147753876	0.0	0.0002276924633794	0.0002646377770426	7.979263586509725e-05	0.0	0.0	0.0	0.0001829156758734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003409256944331	0.0
